"Termos","Freq","Documento","IES","Código"
"topolog",2,12,9,5439
"tune",1,12,9,5511
"valu",1,12,9,5661
"wide",1,12,9,5842
"abl",1,13,9,12
"aim",1,13,9,141
"also",1,13,9,181
"analysi",2,13,9,224
"approach",1,13,9,289
"assum",3,13,9,371
"autocorrel",1,13,9,418
"bound",1,13,9,635
"boundedbinari",1,13,9,637
"can",1,13,9,737
"check",1,13,9,880
"class",1,13,9,940
"condit",2,13,9,1090
"count",1,13,9,1211
"data",1,13,9,1330
"dispers",2,13,9,1535
"distribut",1,13,9,1560
"driven",1,13,9,1611
"emploi",1,13,9,1725
"enjoi",1,13,9,1746
"estim",4,13,9,1830
"explicit",1,13,9,1914
"express",1,13,9,1927
"factor",1,13,9,1942
"featur",1,13,9,1976
"form",1,13,9,2085
"function",2,13,9,2146
"gamma",1,13,9,2174
"gaussian",1,13,9,2188
"given",2,13,9,2252
"iii",1,13,9,2559
"illustr",1,13,9,2562
"insol",1,13,9,2694
"introduc",1,13,9,2757
"keyword",1,13,9,2877
"known",1,13,9,2891
"latent",4,13,9,2949
"likelihood",3,13,9,3031
"margin",1,13,9,3189
"mean",2,13,9,3245
"method",1,13,9,3306
"methodologi",2,13,9,3308
"model",2,13,9,3392
"moment",2,13,9,3406
"neg",1,13,9,3541
"non",1,13,9,3614
"obtain",1,13,9,3681
"paramet",4,13,9,3838
"parametr",1,13,9,3840
"potenci",1,13,9,4105
"practic",1,13,9,4114
"present",1,13,9,4158
"procedur",1,13,9,4202
"process",7,13,9,4204
"propos",2,13,9,4239
"quasi",3,13,9,4313
"rate",1,13,9,4369
"real",2,13,9,4390
"regress",1,13,9,4446
"relat",2,13,9,4461
"remark",1,13,9,4473
"result",1,13,9,4528
"semiparametr",1,13,9,4765
"seri",7,13,9,4786
"shift",1,13,9,4825
"simul",1,13,9,4880
"specif",1,13,9,5014
"specifi",1,13,9,5015
"three",1,13,9,5383
"time",7,13,9,5401
"total",1,13,9,5446
"unemploy",1,13,9,5583
"valu",1,13,9,5661
"varianc",1,13,9,5672
"aid",1,14,9,139
"allow",1,14,9,172
"approach",2,14,9,289
"appropri",1,14,9,291
"area",1,14,9,311
"articl",1,14,9,342
"assess",1,14,9,360
"base",1,14,9,473
"baselin",2,14,9,475
"cal",1,14,9,718
"calibr",2,14,9,725
"can",1,14,9,737
"cardiomyopathi",1,14,9,768
"chaga",1,14,9,855
"chang",1,14,9,861
"circumst",1,14,9,925
"class",1,14,9,940
"clini",1,14,9,957
"clinic",2,14,9,958
"cohort",1,14,9,998
"construct",1,14,9,1133
"cox",2,14,9,1228
"creat",1,14,9,1236
"data",2,14,9,1330
"death",3,14,9,1344
"decid",1,14,9,1352
"defin",1,14,9,1373
"discrimin",2,14,9,1522
"dynam",2,14,9,1630
"especi",1,14,9,1818
"exampl",2,14,9,1875
"field",1,14,9,2009
"follow",2,14,9,2069
"four",1,14,9,2102
"gerai",1,14,9,2227
"given",1,14,9,2252
"good",1,14,9,2278
"group",1,14,9,2326
"help",1,14,9,2411
"howev",1,14,9,2497
"ical",1,14,9,2541
"inaccur",1,14,9,2597
"incorpor",1,14,9,2614
"inform",1,14,9,2660
"ing",1,14,9,2664
"initi",1,14,9,2673
"interest",1,14,9,2728
"investig",1,14,9,2771
"joint",2,14,9,2826
"kei",1,14,9,2869
"landmark",2,14,9,2933
"longitudin",2,14,9,3080
"mai",1,14,9,3138
"mani",2,14,9,3165
"marker",2,14,9,3197
"measur",1,14,9,3249
"med",1,14,9,3253
"ment",1,14,9,3278
"method",2,14,9,3306
"mina",1,14,9,3344
"model",6,14,9,3392
"motiv",1,14,9,3440
"municip",1,14,9,3488
"naiv",2,14,9,3507
"natur",1,14,9,3528
"need",2,14,9,3540
"northern",1,14,9,3634
"patient",3,14,9,3883
"perform",2,14,9,3936
"predict",4,14,9,4134
"probabl",1,14,9,4198
"prospect",1,14,9,4243
"record",1,14,9,4410
"regress",1,14,9,4446
"resid",1,14,9,4509
"result",1,14,9,4528
"return",1,14,9,4536
"risk",8,14,9,4573
"sami",1,14,9,4647
"satisfactori",1,14,9,4675
"score",3,14,9,4720
"sever",1,14,9,4805
"shown",1,14,9,4835
"situat",1,14,9,4899
"static",1,14,9,5084
"studi",1,14,9,5142
"subsequ",1,14,9,5160
"suggest",1,14,9,5182
"surviv",2,14,9,5227
"terest",1,14,9,5323
"therefor",1,14,9,5358
"time",3,14,9,5401
"tool",1,14,9,5435
"treat",1,14,9,5480
"trop",1,14,9,5494
"two",2,14,9,5525
"updat",1,14,9,5627
"variabl",1,14,9,5670
"wherea",1,14,9,5833
"word",1,14,9,5866
"work",1,14,9,5867
"year",2,14,9,5901
"advantag",1,15,9,91
"also",1,15,9,181
"altern",1,15,9,186
"appli",1,15,9,283
"associ",2,15,9,369
"author",1,15,9,414
"best",1,15,9,533
"better",1,15,9,535
"bring",1,15,9,670
"carlo",1,15,9,778
"carri",1,15,9,783
"caus",1,15,9,810
"center",1,15,9,835
"centroid",1,15,9,838
"challeng",1,15,9,858
"colorado",1,15,9,1011
"common",1,15,9,1031
"compar",1,15,9,1042
"complex",1,15,9,1058
"condit",1,15,9,1090
"data",2,15,9,1330
"develop",4,15,9,1452
"differ",2,15,9,1487
"disregard",1,15,9,1540
"efficaci",1,15,9,1672
"entiti",2,15,9,1758
"even",1,15,9,1855
"field",1,15,9,2009
"final",1,15,9,2022
"forc",1,15,9,2076
"gram",1,15,9,2299
"howev",1,15,9,2497
"hypothes",2,15,9,2532
"inform",1,15,9,2660
"interest",1,15,9,2728
"kei",1,15,9,2869
"lack",1,15,9,2921
"method",1,15,9,3306
"methodologi",2,15,9,3308
"model",1,15,9,3392
"mont",1,15,9,3413
"null",1,15,9,3658
"often",1,15,9,3697
"pattern",3,15,9,3885
"point",1,15,9,4039
"polygon",4,15,9,4054
"present",1,15,9,4158
"prove",1,15,9,4251
"real",1,15,9,4390
"regard",1,15,9,4436
"relat",2,15,9,4461
"repres",1,15,9,4497
"research",1,15,9,4505
"shift",2,15,9,4825
"short",1,15,9,4830
"simplifi",1,15,9,4879
"simul",1,15,9,4880
"spatial",7,15,9,5004
"speci",1,15,9,5010
"state",1,15,9,5081
"statist",2,15,9,5088
"studi",1,15,9,5142
"take",1,15,9,5265
"techniqu",4,15,9,5294
"test",4,15,9,5336
"though",1,15,9,5378
"toroid",2,15,9,5443
"two",1,15,9,5525
"word",1,15,9,5866
"work",1,15,9,5867
"–",2,16,9,NA
"articl",4,16,9,342
"author",5,16,9,414
"avalanch",9,16,9,431
"bak",11,16,9,452
"behaviour",2,16,9,507
"bound",5,16,9,635
"branch",3,16,9,650
"certain",1,16,9,846
"contribut",1,16,9,1161
"coupl",3,16,9,1218
"critic",6,16,9,1255
"der",1,16,9,1420
"detail",1,16,9,1437
"distribut",1,16,9,1560
"durat",3,16,9,1624
"exhibit",1,16,9,1896
"expect",1,16,9,1903
"final",1,16,9,2022
"finit",2,16,9,2028
"follow",1,16,9,2069
"get",2,16,9,2236
"gillett",2,16,9,2246
"graph",2,16,9,2305
"independ",1,16,9,2623
"keyword",1,16,9,2877
"known",1,16,9,2891
"law",1,16,9,2959
"local",1,16,9,3060
"lower",1,16,9,3094
"master",1,16,9,3209
"maxim",2,16,9,3233
"meester",3,16,9,3265
"model",13,16,9,3392
"modifi",3,16,9,3398
"nuyen",1,16,9,3669
"obei",1,16,9,3671
"organ",1,16,9,3744
"organis",2,16,9,3745
"percol",2,16,9,3931
"power",1,16,9,4111
"proce",1,16,9,4201
"process",2,16,9,4204
"prove",1,16,9,4251
"random",1,16,9,4359
"rang",1,16,9,4361
"result",1,16,9,4528
"rigor",2,16,9,4566
"sarkar",1,16,9,4669
"self",3,16,9,4754
"sens",1,16,9,4769
"simpl",1,16,9,4873
"site",1,16,9,4896
"sneppen",11,16,9,4948
"stationari",1,16,9,5087
"studi",3,16,9,5142
"surpris",1,16,9,5222
"thesi",1,16,9,5365
"threshold",1,16,9,5384
"topic",1,16,9,5437
"transit",1,16,9,5471
"two",1,16,9,5525
"understand",1,16,9,5574
"upper",1,16,9,5628
"valu",3,16,9,5661
"van",1,16,9,5664
"version",1,16,9,5705
"wal",1,16,9,5785
"-",2,17,9,NA
"academ",1,17,9,24
"achiev",1,17,9,46
"addit",1,17,9,70
"adopt",1,17,9,87
"allow",1,17,9,172
"also",2,17,9,181
"analysi",2,17,9,224
"approach",1,17,9,289
"appropri",1,17,9,291
"arbitrari",1,17,9,304
"articl",1,17,9,342
"associ",1,17,9,369
"base",1,17,9,473
"benefit",1,17,9,520
"bernoulli",1,17,9,525
"boolean",1,17,9,622
"characterist",1,17,9,870
"cite",1,17,9,929
"clarifi",1,17,9,939
"class",1,17,9,940
"classic",1,17,9,942
"compon",1,17,9,1062
"concept",1,17,9,1080
"concern",1,17,9,1082
"consequ",1,17,9,1120
"consid",1,17,9,1123
"defin",1,17,9,1373
"depend",1,17,9,1414
"determinist",1,17,9,1446
"develop",2,17,9,1452
"discuss",1,17,9,1525
"extend",1,17,9,1928
"final",1,17,9,2022
"focus",2,17,9,2066
"function",2,17,9,2146
"gener",1,17,9,2200
"given",1,17,9,2252
"import",3,17,9,2587
"includ",1,17,9,2606
"independ",1,17,9,2623
"intrins",1,17,9,2756
"introduc",1,17,9,2757
"keyword",1,17,9,2877
"like",1,17,9,3029
"mai",3,17,9,3138
"mainli",1,17,9,3142
"model",6,17,9,3392
"olean",1,17,9,3704
"order",1,17,9,3741
"origin",1,17,9,3748
"percol",1,17,9,3931
"percola",1,17,9,3932
"phase",2,17,9,3970
"physic",1,17,9,3983
"plai",1,17,9,4005
"point",1,17,9,4039
"popular",1,17,9,4072
"present",2,17,9,4158
"probabl",1,17,9,4198
"proof",1,17,9,4231
"properli",1,17,9,4235
"prove",2,17,9,4251
"pure",1,17,9,4283
"random",2,17,9,4359
"regard",1,17,9,4436
"replic",1,17,9,4494
"resourc",1,17,9,4516
"respect",1,17,9,4517
"result",5,17,9,4528
"role",1,17,9,4598
"section",4,17,9,4739
"seen",1,17,9,4748
"sharp",1,17,9,4819
"similar",1,17,9,4871
"space",2,17,9,4999
"statist",1,17,9,5088
"stochast",1,17,9,5106
"strategi",1,17,9,5120
"stress",1,17,9,5129
"structur",1,17,9,5137
"studi",2,17,9,5142
"system",2,17,9,5254
"text",2,17,9,5339
"therefor",1,17,9,5358
"threshold",1,17,9,5384
"throughout",2,17,9,5389
"thu",1,17,9,5392
"tion",1,17,9,5406
"tool",1,17,9,5435
"transit",2,17,9,5471
"work",1,17,9,5867
"accommod",1,18,9,34
"adequ",1,18,9,74
"algorithm",1,18,9,162
"allow",1,18,9,172
"appli",1,18,9,283
"assumpt",1,18,9,372
"asymmetri",2,18,9,379
"bayesian",2,18,9,488
"behavior",1,18,9,506
"can",1,18,9,737
"carri",1,18,9,783
"case",1,18,9,791
"coincid",1,18,9,999
"common",1,18,9,1031
"data",2,18,9,1330
"develop",1,18,9,1452
"differ",2,18,9,1487
"distribut",3,18,9,1560
"error",6,18,9,1810
"estim",1,18,9,1830
"evalu",1,18,9,1851
"evidenc",1,18,9,1864
"ferenc",1,18,9,1991
"finit",2,18,9,2028
"flexibl",1,18,9,2056
"gibb",1,18,9,2242
"hand",1,18,9,2371
"hast",1,18,9,2385
"infer",1,18,9,2644
"kei",1,18,9,2869
"linear",2,18,9,3039
"mass",1,18,9,3207
"measur",5,18,9,3249
"metropoli",1,18,9,3313
"mixtur",2,18,9,3374
"model",1,18,9,3392
"normal",2,18,9,3629
"perform",1,18,9,3936
"point",1,18,9,4039
"popul",1,18,9,4071
"present",2,18,9,4158
"propos",1,18,9,4239
"real",1,18,9,4390
"regress",2,18,9,4446
"set",1,18,9,4799
"simul",1,18,9,4880
"skew",1,18,9,4910
"step",1,18,9,5097
"studi",1,18,9,5142
"subgroup",1,18,9,5154
"symmetr",1,18,9,5242
"symmetri",2,18,9,5243
"type",1,18,9,5527
"usual",1,18,9,5642
"word",1,18,9,5866
"work",1,18,9,5867
"zero",1,18,9,5920
"abil",2,19,9,11
"account",1,19,9,39
"adapt",2,19,9,65
"algorithm",2,19,9,162
"allow",1,19,9,172
"analysi",2,19,9,224
"answ",1,19,9,257
"approach",1,19,9,289
"approxim",1,19,9,293
"assum",1,19,9,371
"base",1,19,9,473
"bayesian",2,19,9,488
"calibr",4,19,9,725
"can",1,19,9,737
"cat",1,19,9,798
"choic",1,19,9,903
"comput",1,19,9,1071
"context",2,19,9,1146
"convent",1,19,9,1166
"data",2,19,9,1330
"deal",1,19,9,1342
"discuss",1,19,9,1525
"distribut",2,19,9,1560
"enem",1,19,9,1742
"enough",1,19,9,1748
"error",1,19,9,1810
"estim",8,19,9,1830
"extend",1,19,9,1928
"final",1,19,9,2022
"ignor",1,19,9,2557
"illustr",1,19,9,2562
"individu",2,19,9,2632
"inferenti",1,19,9,2645
"investig",1,19,9,2771
"irt",2,19,9,2784
"item",7,19,9,2800
"keyword",1,19,9,2877
"known",1,19,9,2891
"larg",1,19,9,2939
"latent",2,19,9,2949
"lead",1,19,9,2962
"mcmc",1,19,9,3240
"method",2,19,9,3306
"methodologi",1,19,9,3308
"new",1,19,9,3581
"obtain",1,19,9,3681
"paper",1,19,9,3826
"paramet",4,19,9,3838
"particularli",1,19,9,3863
"ple",1,19,9,4018
"pose",1,19,9,4087
"posterior",2,19,9,4096
"pre",4,19,9,4118
"pro",1,19,9,4191
"problem",1,19,9,4200
"propos",3,19,9,4239
"red",1,19,9,4421
"regard",1,19,9,4436
"relat",1,19,9,4461
"respons",2,19,9,4520
"rule",1,19,9,4621
"sam",1,19,9,4646
"sampl",2,19,9,4648
"set",1,19,9,4799
"simul",1,19,9,4880
"sinc",1,19,9,4884
"statisticsuncertainti",1,19,9,5090
"stop",1,19,9,5112
"submit",1,19,9,5157
"take",1,19,9,5265
"test",5,19,9,5336
"theori",2,19,9,5353
"thu",1,19,9,5392
"trait",2,19,9,5464
"uncertainti",3,19,9,5555
"usual",1,19,9,5642
"valu",1,19,9,5661
"via",1,19,9,5715
"viousli",1,19,9,5738
"<U+2207>x",1,1,10,NA
"<U+2207>y",1,1,10,NA
"alencar",1,1,10,154
"analyz",2,1,10,227
"carmo",2,1,10,779
"case",3,1,10,791
"catino",1,1,10,806
"chern",1,1,10,883
"classifi",1,1,10,944
"clifford",1,1,10,952
"codazzi",2,1,10,979
"condit",2,1,10,1090
"constant",5,1,10,1128
"curvatur",6,1,10,1288
"deal",1,1,10,1342
"defin",1,1,10,1373
"denot",1,1,10,1405
"dissert",1,1,10,1544
"due",2,1,10,1621
"ensur",1,1,10,1752
"equat",1,1,10,1790
"extend",1,1,10,1928
"field",1,1,10,2009
"form",7,1,10,2085
"fundament",2,1,10,2149
"gener",1,1,10,2200
"geodes",1,1,10,2214
"h°",3,1,10,2356
"h°x",1,1,10,2357
"h°y",1,1,10,2358
"hax",1,1,10,2390
"hypersurfac",5,1,10,2530
"immers",2,1,10,2573
"inequ",1,1,10,2639
"integr",1,1,10,2713
"kei",1,1,10,2869
"kobayashi",1,1,10,2893
"later",1,1,10,2950
"lawson",1,1,10,2960
"mean",5,1,10,3245
"minimum",1,1,10,3352
"next",2,1,10,3585
"norm",2,1,10,3627
"notion",1,1,10,3643
"obtain",1,1,10,3681
"oper",2,1,10,3725
"optim",1,1,10,3734
"realiz",1,1,10,4393
"result",2,1,10,4528
"satisfi",2,1,10,4677
"second",2,1,10,4735
"see",2,1,10,4744
"show",1,1,10,4834
"simon",1,1,10,4872
"space",3,1,10,4999
"step",1,1,10,5097
"tensor",1,1,10,5315
"theorem",1,1,10,5351
"toru",1,1,10,5444
"total",1,1,10,5446
"vector",1,1,10,5686
"vii",1,1,10,5729
"will",3,1,10,5849
"word",1,1,10,5866
"zero",1,1,10,5920
"-",5,2,10,NA
"-<U+2192>",2,2,10,NA
"*",6,2,10,NA
"<U+03B7><U+2207>",1,2,10,NA
"<U+0592><U+2192>",2,2,10,NA
"<U+2202>",1,2,10,NA
"<U+2202><U+03B7>",2,2,10,NA
"<U+2202><U+03BD>",2,2,10,NA
"<U+2202><U+03C9>",4,2,10,NA
"<U+2202>rn",1,2,10,NA
"<U+2202>u",3,2,10,NA
"<U+2206>p",1,2,10,NA
"<U+2207>u",1,2,10,NA
"<U+2208>",2,2,10,NA
"<U+2282>",2,2,10,NA
"<U+2A7E>",1,2,10,NA
"<U+F8F1>",2,2,10,NA
"<U+F8F2>",1,2,10,NA
"<U+F8F2>-<U+2206>p",1,2,10,NA
"<U+F8F3><U+2207>up-",1,2,10,NA
"<U+F8F3>u",1,2,10,NA
"<U+F8F4>",11,2,10,NA
"<U+F8F4>-<U+2206>u",1,2,10,NA
"=",1,2,10,NA
"8",1,2,10,NA
"assum",1,2,10,371
"bound",2,2,10,635
"certain",1,2,10,846
"class",1,2,10,940
"concav",2,2,10,1077
"condit",1,2,10,1090
"convex",4,2,10,1168
"critic",2,2,10,1255
"cxup-",1,2,10,1299
"deriv",2,2,10,1422
"differenti",1,2,10,1488
"div<U+2207>up-",1,2,10,NA
"domain",2,2,10,1581
"doubl",1,2,10,1592
"eigenva",1,2,10,1678
"eigenvalu",1,2,10,1679
"ellipt",3,2,10,1706
"embed",1,2,10,1714
"equat",1,2,10,1790
"exist",2,2,10,1897
"expon",3,2,10,1920
"follow",1,2,10,2069
"function",1,2,10,2146
"given",1,2,10,2252
"growth",1,2,10,2330
"infin",1,2,10,2649
"involv",1,2,10,2774
"kei",1,2,10,2869
"laplacian",1,2,10,2938
"later",1,2,10,2950
"limit",1,2,10,3035
"lue",1,2,10,3104
"method",2,2,10,3306
"mountain",1,2,10,3444
"neumann",2,2,10,3572
"next",1,2,10,3585
"nonlinear",1,2,10,3621
"normal",2,2,10,3629
"obtain",2,2,10,3681
"oper",1,2,10,3725
"outer",1,2,10,3772
"pass",1,2,10,3868
"problem",4,2,10,4200
"quasilinear",2,2,10,4314
"result",1,2,10,4528
"show",1,2,10,4834
"smooth",1,2,10,4939
"sobolev",1,2,10,4954
"solut",2,2,10,4979
"steklov",2,2,10,5094
"studi",2,2,10,5142
"subcrit",1,2,10,5149
"theorem",1,2,10,5351
"theori",1,2,10,5353
"two",2,2,10,5525
"type",1,2,10,5527
"unit",1,2,10,5598
"variat",2,2,10,5675
"version",1,2,10,5705
"vii",1,2,10,5729
"will",5,2,10,5849
"word",1,2,10,5866
"work",1,2,10,5867
"–",2,3,10,NA
"afterward",1,3,10,109
"analysi",1,3,10,224
"analyz",2,3,10,227
"angl",1,3,10,242
"asymptot",1,3,10,380
"beam",2,3,10,493
"behavior",1,3,10,506
"bele´m",1,3,10,510
"brito",1,3,10,671
"can",1,3,10,737
"case",1,3,10,791
"cie^ncia",1,3,10,916
"condit",2,3,10,1090
"consid",1,3,10,1123
"correct",1,3,10,1194
"decai",3,3,10,1349
"displac",1,3,10,1537
"dissertac¸~o",1,3,10,1546
"dissip",4,3,10,1549
"distinct",1,3,10,1552
"energi",1,3,10,1743
"equal",1,3,10,1789
"equat",2,3,10,1790
"exata",1,3,10,1877
"exponenti",4,3,10,1921
"feder",1,3,10,1981
"first",1,3,10,2035
"follow",2,3,10,2069
"friction",1,3,10,2130
"guarante",1,3,10,2336
"instituto",1,3,10,2704
"introduc",1,3,10,2757
"keyword",1,3,10,2877
"lack",1,3,10,2921
"matema´tica",1,3,10,3212
"mechan",2,3,10,3251
"mestrado",1,3,10,3294
"model",1,3,10,3392
"naturai",1,3,10,3529
"next",1,3,10,3585
"para´",1,3,10,3829
"polynomi",3,3,10,4057
"present",2,3,10,4158
"problem",2,3,10,4200
"propag",1,3,10,4232
"prove",1,3,10,4251
"rotat",1,3,10,4608
"satisfi",1,3,10,4677
"scenario",1,3,10,4694
"script",1,3,10,4724
"seen",1,3,10,4748
"semigroup",3,3,10,4764
"solut",1,3,10,4979
"speed",1,3,10,5026
"stabil",5,3,10,5065
"studi",1,3,10,5142
"submit",1,3,10,5157
"system",2,3,10,5254
"theori",2,3,10,5353
"timoshenko",3,3,10,5403
"two",1,3,10,5525
"universidad",1,3,10,5603
"wave",1,3,10,5800
"weakli",1,3,10,5804
"work",1,3,10,5867
"numer",1,4,10,1
"<U+2208>",2,4,10,NA
"accept",1,4,10,29
"addit",1,4,10,70
"appli",1,4,10,283
"approxim",1,4,10,293
"asymptot",1,4,10,380
"becom",1,4,10,498
"better",1,4,10,535
"central",1,4,10,836
"class",1,4,10,940
"compact",3,4,10,1039
"comput",1,4,10,1071
"condit",2,4,10,1090
"consist",1,4,10,1125
"converg",2,4,10,1167
"cost",1,4,10,1204
"delai",2,4,10,1382
"differ",4,4,10,1487
"differenti",1,4,10,1488
"diffus",2,4,10,1491
"direct",1,4,10,1504
"discret",4,4,10,1521
"equat",2,4,10,1790
"exampl",1,4,10,1875
"final",1,4,10,2022
"finit",4,4,10,2028
"fulli",4,4,10,2143
"gener",1,4,10,2200
"give",1,4,10,2251
"illustr",1,4,10,2562
"increas",1,4,10,2617
"investig",1,4,10,2771
"keyword",1,4,10,2877
"linear",2,4,10,3039
"method",7,4,10,3306
"necessari",1,4,10,3538
"numer",4,4,10,3662
"oper",1,4,10,3725
"paper",1,4,10,3826
"parabol",1,4,10,3830
"present",2,4,10,4158
"problem",1,4,10,4200
"prove",1,4,10,4251
"radiu",1,4,10,4342
"recent",1,4,10,4399
"result",2,4,10,4528
"scheme",3,4,10,4699
"sever",1,4,10,4805
"show",1,4,10,4834
"sinc",1,4,10,4884
"solv",1,4,10,4980
"spatial",1,4,10,5004
"spectral",1,4,10,5017
"stabil",1,4,10,5065
"stabl",2,4,10,5066
"studi",1,4,10,5142
"suffici",1,4,10,5176
"theoret",1,4,10,5352
"uncondition",1,4,10,5559
"vii",1,4,10,5729
"without",1,4,10,5859
"-<U+2206>u",1,5,10,NA
"<U+2192>",4,5,10,NA
"8",2,5,10,NA
"can",1,5,10,737
"class",1,5,10,940
"del",1,5,10,1381
"ellipt",2,5,10,1706
"equa",1,5,10,1788
"equat",1,5,10,1790
"exist",1,5,10,1897
"felmer",1,5,10,1987
"follow",1,5,10,2069
"growth",2,5,10,2330
"infin",1,5,10,2649
"investig",1,5,10,2771
"keyword",1,5,10,2877
"main",1,5,10,3141
"method",4,5,10,3306
"mountain",1,5,10,3444
"nonneg",1,5,10,3623
"paper",1,5,10,3826
"pass",1,5,10,3868
"penal",2,5,10,3909
"pino",1,5,10,3999
"posit",2,5,10,4090
"potenti",1,5,10,4106
"quando",1,5,10,4304
"shortli",1,5,10,4833
"solut",2,5,10,4979
"subcrit",2,5,10,5149
"theorem",1,5,10,5351
"tion",1,5,10,5406
"tool",1,5,10,5435
"vanish",1,5,10,5666
"variat",2,5,10,5675
"-<U+2206>u",1,6,10,NA
"*",1,6,10,NA
"<U+2206>",1,6,10,NA
"<U+2208>",2,6,10,NA
"<U+F8F1>",1,6,10,NA
"<U+F8F2>",1,6,10,NA
"<U+F8F3>",1,6,10,NA
"<U+F8F4>",6,6,10,NA
"=",1,6,10,NA
"applic",1,6,10,284
"argument",1,6,10,317
"choquard",2,6,10,906
"combin",1,6,10,1017
"continu",1,6,10,1152
"del",1,6,10,1381
"equat",2,6,10,1790
"estim",2,6,10,1830
"exist",2,6,10,1897
"felmer",1,6,10,1987
"follow",1,6,10,2069
"function",2,6,10,2146
"keyword",1,6,10,2877
"l8",2,6,10,2915
"laplacian",1,6,10,2938
"linear",1,6,10,3039
"local",1,6,10,3060
"method",4,6,10,3306
"moser",1,6,10,3435
"mountain",1,6,10,3444
"neg",1,6,10,3541
"non",3,6,10,3614
"nonlinear",2,6,10,3621
"obtain",1,6,10,3681
"oper",1,6,10,3725
"pass",1,6,10,3868
"penalti",2,6,10,3910
"pino",1,6,10,3999
"posit",1,6,10,4090
"precis",1,6,10,4126
"primit",1,6,10,4177
"real",1,6,10,4390
"sne",2,6,10,4945
"solut",3,6,10,4979
"studi",1,6,10,5142
"techniqu",1,6,10,5294
"theorem",1,6,10,5351
"theori",1,6,10,5353
"truncat",1,6,10,5497
"variat",2,6,10,5675
"via",1,6,10,5715
"work",1,6,10,5867
"xµ",1,6,10,5889
"-",2,7,10,NA
"-<U+2206>",2,7,10,NA
"*",4,7,10,NA
"<U+03BB>ax",1,7,10,NA
"<U+03C9><U+03C5>",1,7,10,NA
"<U+2208>",4,7,10,NA
"<U+F8F1>",2,7,10,NA
"<U+F8F2>",2,7,10,NA
"<U+F8F3>",2,7,10,NA
"<U+F8F4>",4,7,10,NA
"=",1,7,10,NA
"argument",2,7,10,317
"assum",1,7,10,371
"augusto",1,7,10,411
"bound",1,7,10,635
"bra´ulio",1,7,10,644
"bta",1,7,10,688
"c¯",1,7,10,706
"c¯u",1,7,10,707
"class",1,7,10,940
"combin",1,7,10,1017
"compact",1,7,10,1039
"concentr",4,7,10,1079
"constant",1,7,10,1128
"continu",2,7,10,1152
"costa",1,7,10,1205
"cri",1,7,10,1243
"critic",1,7,10,1255
"degener",1,7,10,1377
"denot",1,7,10,1405
"due",1,7,10,1621
"ellipt",2,7,10,1706
"energi",2,7,10,1743
"equat",3,7,10,1790
"establish",1,7,10,1824
"exist",3,7,10,1897
"expon",1,7,10,1920
"first",1,7,10,2035
"form",1,7,10,2085
"fraction",3,7,10,2107
"function",2,7,10,2146
"furthermor",1,7,10,2155
"gagliardo",1,7,10,2163
"growth",2,7,10,2330
"hxu",1,7,10,2512
"ident",1,7,10,2548
"infin",1,7,10,2649
"investig",1,7,10,2771
"keyword",1,7,10,2877
"kirchhoff",2,7,10,2885
"larg",3,7,10,2939
"lemma",1,7,10,2991
"local",2,7,10,3060
"maia",1,7,10,3139
"method",2,7,10,3306
"minim",1,7,10,3350
"minimum",1,7,10,3352
"miyagaki",1,7,10,3375
"n",1,7,10,NA
"non",3,7,10,3614
"nonlinear",1,7,10,3621
"norm",1,7,10,3627
"obtain",2,7,10,3681
"oli´mpio",1,7,10,3705
"paper",1,7,10,3826
"penal",1,7,10,3909
"potenti",1,7,10,4106
"problem",2,7,10,4200
"proof",1,7,10,4231
"reli",1,7,10,4467
"result",1,7,10,4528
"schro¨ding",1,7,10,4710
"semi",1,7,10,4760
"set",1,7,10,4799
"small",1,7,10,4929
"sobolev",1,7,10,4954
"solut",4,7,10,4979
"studi",1,7,10,5142
"subcrit",1,7,10,5149
"suffici",1,7,10,5176
"suitabl",1,7,10,5184
"ta",1,7,10,5257
"techniqu",1,7,10,5294
"tical",1,7,10,5396
"truncat",1,7,10,5497
"type",1,7,10,5527
"valu",1,7,10,5661
"variat",2,7,10,5675
"zero",1,7,10,5920
"-<U+2206>",4,8,10,NA
"<U+2208>",1,8,10,NA
"<U+F8F1>",2,8,10,NA
"<U+F8F2>",2,8,10,NA
"<U+F8F3>",2,8,10,NA
"<U+F8F4>",18,8,10,NA
"appropri",1,8,10,291
"author",1,8,10,414
"bisci",1,8,10,586
"bound",1,8,10,635
"class",1,8,10,940
"condit",1,8,10,1090
"continu",1,8,10,1152
"costa",2,8,10,1205
"determin",1,8,10,1445
"equat",2,8,10,1790
"exist",1,8,10,1897
"expon",1,8,10,1920
"first",1,8,10,2035
"form",1,8,10,2085
"fraction",4,8,10,2107
"function",1,8,10,2146
"genu",2,8,10,2212
"growth",1,8,10,2330
"handl",1,8,10,2372
"keyword",1,8,10,2877
"kirchhoff",2,8,10,2885
"krasnoselskii",2,8,10,2900
"kuk",1,8,10,2906
"kvkx",1,8,10,2914
"laplacian",2,8,10,2938
"mkukx",1,8,10,3377
"mountain",2,8,10,3444
"multipl",1,8,10,3481
"nonloc",2,8,10,3622
"oper",1,8,10,3725
"pass",2,8,10,3868
"pereira",2,8,10,3933
"problem",2,8,10,4200
"relat",1,8,10,4461
"repov",1,8,10,4496
"respect",1,8,10,4517
"show",1,8,10,4834
