"Termos","Freq","Documento","IES","Código"
"smooth",1,8,10,4939
"solut",2,8,10,4979
"studi",2,8,10,5142
"system",1,8,10,5254
"term",1,8,10,5329
"theorem",2,8,10,5351
"two",1,8,10,5525
"type",2,8,10,5527
"usual",1,8,10,5642
"via",1,8,10,5715
"work",1,8,10,5867
"aim",1,9,10,141
"also",1,9,10,181
"analyt",1,9,10,226
"answer",1,9,10,258
"appli",1,9,10,283
"base",1,9,10,473
"binomi",1,9,10,566
"call",1,9,10,726
"categor",1,9,10,803
"clue",1,9,10,968
"cohe",1,9,10,993
"coher",2,9,10,996
"complet",1,9,10,1056
"comput",1,9,10,1071
"data",1,9,10,1330
"decis",1,9,10,1353
"dichotom",1,9,10,1476
"distribut",2,9,10,1560
"drop",1,9,10,1612
"estim",3,9,10,1830
"evalu",1,9,10,1851
"grown",1,9,10,2329
"icr",3,9,10,2543
"identifi",1,9,10,2550
"increas",1,9,10,2617
"index",1,9,10,2624
"individu",5,9,10,2632
"involv",1,9,10,2774
"item",8,9,10,2800
"keyword",1,9,10,2877
"larg",1,9,10,2939
"mark",1,9,10,3196
"methodologi",1,9,10,3308
"obtain",1,9,10,3681
"order",1,9,10,3741
"paramet",1,9,10,3838
"poisson",1,9,10,4043
"posit",1,9,10,4090
"present",1,9,10,4158
"probabl",4,9,10,4198
"proper",1,9,10,4234
"proport",1,9,10,4238
"propos",2,9,10,4239
"questionnair",1,9,10,4322
"random",1,9,10,4359
"randomli",3,9,10,4360
"readjust",1,9,10,4388
"real",1,9,10,4390
"renc",1,9,10,4479
"respond",1,9,10,4519
"respons",4,9,10,4520
"result",2,9,10,4528
"rule",1,9,10,4621
"scale",1,9,10,4690
"set",1,9,10,4799
"sever",1,9,10,4805
"sign",1,9,10,4854
"simul",1,9,10,4880
"small",1,9,10,4929
"statist",1,9,10,5088
"student",1,9,10,5141
"studi",1,9,10,5142
"success",3,9,10,5171
"test",1,9,10,5336
"theori",1,9,10,5353
"valu",1,9,10,5661
"well",1,9,10,5821
"whether",1,9,10,5835
"without",1,9,10,5859
"work",1,9,10,5867
"abil",1,10,10,11
"appli",1,10,10,283
"applic",1,10,10,284
"area",1,10,10,311
"attent",1,10,10,399
"began",1,10,10,502
"bia",1,10,10,540
"candid",3,10,10,743
"chanc",1,10,10,860
"characterist",1,10,10,870
"code",1,10,10,980
"consid",2,10,10,1123
"data",1,10,10,1330
"deal",1,10,10,1342
"deficit",1,10,10,1372
"detect",1,10,10,1440
"dif",4,10,10,1486
"differ",1,10,10,1487
"differenti",2,10,10,1488
"difr",1,10,10,1492
"dividu",1,10,10,1569
"enem",1,10,10,1742
"evalu",1,10,10,1851
"first",1,10,10,2035
"focal",2,10,10,2064
"function",1,10,10,2146
"group",5,10,10,2326
"help",1,10,10,2411
"hit",1,10,10,2460
"identifi",1,10,10,2550
"indic",1,10,10,2626
"individu",1,10,10,2632
"item",6,10,10,2800
"keyword",1,10,10,2877
"languag",1,10,10,2936
"mathemat",1,10,10,3218
"method",2,10,10,3306
"methodologi",3,10,10,3308
"minim",1,10,10,3350
"neg",1,10,10,3541
"occur",1,10,10,3686
"oper",1,10,10,3725
"order",1,10,10,3741
"packag",1,10,10,3802
"perform",2,10,10,3936
"problem",1,10,10,4200
"propos",3,10,10,4239
"refer",2,10,10,4428
"report",2,10,10,4495
"respons",1,10,10,4520
"sampl",1,10,10,4648
"servic",1,10,10,4797
"sever",1,10,10,4805
"solv",1,10,10,4980
"special",1,10,10,5011
"statist",1,10,10,5088
"studi",3,10,10,5142
"technologi",2,10,10,5297
"test",2,10,10,5336
"theme",1,10,10,5350
"thu",1,10,10,5392
"two",3,10,10,5525
"unfair",1,10,10,5586
"unifi",2,10,10,5594
"work",1,10,10,5867
"-<U+2206>u",1,11,10,NA
"<U+2202><U+03C9>",1,11,10,NA
"<U+2208>",2,11,10,NA
"appear",1,11,10,282
"argument",1,11,10,317
"associ",1,11,10,369
"attack",1,11,10,394
"auxiliari",1,11,10,428
"basic",1,11,10,477
"chapter",3,11,10,865
"class",1,11,10,940
"concept",1,11,10,1080
"control",1,11,10,1162
"critic",1,11,10,1255
"crucial",1,11,10,1263
"deal",1,11,10,1342
"defin",1,11,10,1373
"demonstr",1,11,10,1398
"develop",1,11,10,1452
"deviat",1,11,10,1454
"differenti",1,11,10,1488
"domain",1,11,10,1581
"ellipt",1,11,10,1706
"equat",1,11,10,1790
"first",2,11,10,2035
"follow",1,11,10,2069
"function",3,11,10,2146
"genu",2,11,10,2212
"given",1,11,10,2252
"investig",1,11,10,2771
"kei",1,11,10,2869
"mountain",2,11,10,3444
"multipl",2,11,10,3481
"non",1,11,10,3614
"partial",1,11,10,3858
"pass",2,11,10,3868
"point",2,11,10,4039
"problem",5,11,10,4200
"rest",1,11,10,4522
"result",1,11,10,4528
"second",1,11,10,4735
"seri",1,11,10,4786
"shown",1,11,10,4835
"solut",1,11,10,4979
"start",1,11,10,5078
"studi",1,11,10,5142
"symmetr",3,11,10,5242
"symmetri",1,11,10,5243
"theorem",2,11,10,5351
"theori",1,11,10,5353
"third",1,11,10,5372
"throughout",1,11,10,5389
"tool",1,11,10,5435
"topolog",1,11,10,5439
"treat",1,11,10,5480
"trivial",1,11,10,5492
"variat",1,11,10,5675
"version",1,11,10,5705
"vii",1,11,10,5729
"word",1,11,10,5866
"work",3,11,10,5867
"x<U+2208><U+03C9>",1,11,10,NA
"-",4,12,10,NA
"-<U+2206>u",2,12,10,NA
"*",3,12,10,NA
"<U+03BB>u",1,12,10,NA
"<U+2192>",2,12,10,NA
"<U+2202><U+03C9>",2,12,10,NA
"<U+2207>u",3,12,10,NA
"<U+2208>",6,12,10,NA
"<U+2282>",1,12,10,NA
"<U+F8F1>",3,12,10,NA
"<U+F8F2>",1,12,10,NA
"<U+F8F2>-<U+2206>u",2,12,10,NA
"<U+F8F3>",3,12,10,NA
"<U+F8F4>",14,12,10,NA
"=",1,12,10,NA
"8",2,12,10,NA
"applic",1,12,10,284
"associ",1,12,10,369
"clear",1,12,10,950
"conclud",1,12,10,1083
"condit",3,12,10,1090
"consid",1,12,10,1123
"continu",1,12,10,1152
"didact",1,12,10,1480
"domain",1,12,10,1581
"eigenvalu",1,12,10,1679
"end",1,12,10,1737
"exist",1,12,10,1897
"final",1,12,10,2022
"fu",2,12,10,2139
"function",2,12,10,2146
"gener",2,12,10,2200
"given",1,12,10,2252
"ground",3,12,10,2325
"growth",2,12,10,2330
"interest",1,12,10,2728
"introduc",1,12,10,2757
"job",1,12,10,2823
"kei",1,12,10,2869
"limit",2,12,10,3035
"make",1,12,10,3147
"manifold",2,12,10,3167
"method",3,12,10,3306
"multipl",2,12,10,3481
"nehari",2,12,10,3546
"otherwis",1,12,10,3767
"palai",1,12,10,3813
"para",1,12,10,3828
"present",1,12,10,4158
"problem",2,12,10,4200
"satisfi",2,12,10,4677
"smale",1,12,10,4928
"solut",4,12,10,4979
"solv",1,12,10,4980
"state",3,12,10,5081
"studi",1,12,10,5142
"system",1,12,10,5254
"talk",1,12,10,5269
"three",1,12,10,5383
"thu",1,12,10,5392
"udx",1,12,10,5536
"wai",1,12,10,5782
"weth",1,12,10,5827
"will",2,12,10,5849
"word",1,12,10,5866
"work",2,12,10,5867
"x<U+2208><U+03C9>",1,12,10,NA
"zsulkin",1,12,10,5933
"aim",1,13,10,141
"also",1,13,10,181
"appli",1,13,10,283
"applic",2,13,10,284
"area",3,13,10,311
"assess",3,13,10,360
"base",2,13,10,473
"built",1,13,10,696
"cheat",1,13,10,878
"chical",1,13,10,885
"citi",1,13,10,930
"commit",1,13,10,1027
"common",1,13,10,1031
"comparison",1,13,10,1043
"comput",1,13,10,1071
"conclud",1,13,10,1083
"data",1,13,10,1330
"detect",3,13,10,1440
"differ",1,13,10,1487
"difficult",1,13,10,1489
"enem",2,13,10,1742
"environ",1,13,10,1770
"evalu",3,13,10,1851
"evid",1,13,10,1863
"execut",1,13,10,1890
"fals",1,13,10,1952
"final",1,13,10,2022
"four",1,13,10,2102
"fraud",2,13,10,2118
"great",1,13,10,2312
"hierar",1,13,10,2443
"hierarch",2,13,10,2444
"high",1,13,10,2447
"identifi",2,13,10,2550
"import",1,13,10,2587
"improv",1,13,10,2593
"indic",1,13,10,2626
"individu",2,13,10,2632
"input",1,13,10,2687
"involv",1,13,10,2774
"keyword",1,13,10,2877
"knowledg",1,13,10,2890
"larg",3,13,10,2939
"make",1,13,10,3147
"mention",1,13,10,3281
"method",6,13,10,3306
"methodologi",1,13,10,3308
"need",1,13,10,3540
"number",1,13,10,3660
"packag",1,13,10,3802
"pair",2,13,10,3810
"posit",1,13,10,4090
"presenc",1,13,10,4157
"process",1,13,10,4204
"propos",2,13,10,4239
"rate",1,13,10,4369
"real",1,13,10,4390
"receiv",1,13,10,4398
"recent",1,13,10,4399
"reduc",1,13,10,4424
"respons",1,13,10,4520
"result",1,13,10,4528
"scale",2,13,10,4690
"serv",1,13,10,4795
"significantli",1,13,10,4858
"simul",1,13,10,4880
"sinc",1,13,10,4884
"step",3,13,10,5097
"still",1,13,10,5102
"studi",2,13,10,5142
"teresina",1,13,10,5321
"test",2,13,10,5336
"testfraud",1,13,10,5337
"theoret",1,13,10,5352
"time",2,13,10,5401
"will",1,13,10,5849
"year",1,13,10,5901
"-<U+2206>px",1,14,10,NA
"<U+03BB>uqx-",1,14,10,NA
"<U+2192>",1,14,10,NA
"<U+2202><U+03C9>",2,14,10,NA
"<U+2206>px",2,14,10,NA
"<U+2207>u",2,14,10,NA
"<U+2208>",2,14,10,NA
"<U+2282>",1,14,10,NA
"<U+F8F1>",1,14,10,NA
"<U+F8F2>-m",1,14,10,NA
"<U+F8F3>",1,14,10,NA
"=",1,14,10,NA
"almost",1,14,10,175
"also",1,14,10,181
"appli",1,14,10,283
"approach",1,14,10,289
"bound",2,14,10,635
"boundari",1,14,10,636
"c<U+03C9>",1,14,10,NA
"continu",1,14,10,1152
"corre^",1,14,10,1193
"costa",1,14,10,1205
"div<U+2207>upx-",1,14,10,NA
"domain",2,14,10,1581
"ekeland",1,14,10,1684
"ellipt",2,14,10,1706
"everywher",1,14,10,1862
"expon",2,14,10,1920
"first",1,14,10,2035
"function",2,14,10,2146
"given",1,14,10,2252
"interest",1,14,10,2728
"keyword",1,14,10,2877
"kirchhoff",1,14,10,2885
"laplacian",2,14,10,2938
"later",1,14,10,2950
"local",1,14,10,3060
"method",1,14,10,3306
"mountain",1,14,10,3444
"non",1,14,10,3614
"paramet",1,14,10,3838
"pass",1,14,10,3868
"principl",1,14,10,4181
"problem",6,14,10,4200
"properti",1,14,10,4236
"real",1,14,10,4390
"second",1,14,10,4735
"smooth",2,14,10,4939
"sobolev",1,14,10,4954
"sobr",1,14,10,4955
"sousa",1,14,10,4993
"space",1,14,10,4999
"studi",3,14,10,5142
"sub",2,14,10,5145
"supersolut",2,14,10,5205
"tavar",1,14,10,5283
"term",1,14,10,5329
"theorem",1,14,10,5351
"two",1,14,10,5525
"type",1,14,10,5527
"variabl",2,14,10,5670
"variat",2,14,10,5675
"vii",1,14,10,5729
"whose",1,14,10,5841
"will",1,14,10,5849
"work",2,14,10,5867
"xuax-",1,14,10,5900
"*",2,15,10,NA
"altern",1,15,10,186
"analyz",1,15,10,227
"anoth",1,15,10,254
"appli",2,15,10,283
"applic",3,15,10,284
"area",1,15,10,311
"ation",1,15,10,383
"base",1,15,10,473
"becom",1,15,10,498
"carri",1,15,10,783
"confid",1,15,10,1097
"consist",2,15,10,1125
"contribut",1,15,10,1161
"copier",1,15,10,1179
"creation",1,15,10,1237
"credibl",1,15,10,1239
"critic",2,15,10,1255
"data",1,15,10,1330
"decreas",1,15,10,1362
"detect",3,15,10,1440
"effici",1,15,10,1673
"end",1,15,10,1737
"enem",1,15,10,1742
"evalu",4,15,10,1851
"exam",2,15,10,1873
"examin",2,15,10,1874
"fals",1,15,10,1952
"feasibl",1,15,10,1975
"four",1,15,10,2102
"fraud",4,15,10,2118
"give",1,15,10,2251
"greater",1,15,10,2313
"hand",1,15,10,2371
"high",1,15,10,2447
"indic",1,15,10,2626
"infer",1,15,10,2644
"involv",1,15,10,2774
"item",1,15,10,2800
"keyword",1,15,10,2877
"larg",3,15,10,2939
"level",1,15,10,3008
"manner",1,15,10,3172
"method",3,15,10,3306
"minim",1,15,10,3350
"number",2,15,10,3660
"obtain",1,15,10,3681
"optim",1,15,10,3734
"order",1,15,10,3741
"packag",1,15,10,3802
"pair",1,15,10,3810
"posit",1,15,10,4090
"produc",1,15,10,4206
"profici",1,15,10,4213
"propos",2,15,10,4239
"quantil",4,15,10,4307
"rate",1,15,10,4369
"real",1,15,10,4390
"respons",1,15,10,4520
"scale",2,15,10,4690
"score",1,15,10,4720
"select",3,15,10,4753
"signific",1,15,10,4857
"significantli",1,15,10,4858
"simul",1,15,10,4880
"sourc",1,15,10,4992
"stati",1,15,10,5083
"statist",2,15,10,5088
"studi",2,15,10,5142
"test",4,15,10,5336
"testfraud",1,15,10,5337
"theori",1,15,10,5353
"threshold",2,15,10,5384
"tical",1,15,10,5396
"time",1,15,10,5401
"valu",1,15,10,5661
"weight",1,15,10,5817
"work",2,15,10,5867
"´lgebra",2,16,10,2
"algebra",4,16,10,160
"also",2,16,10,181
"among",1,16,10,208
"applic",3,16,10,284
"area",1,16,10,311
"associ",1,16,10,369
"attent",1,16,10,399
"call",1,16,10,726
"can",1,16,10,737
"certain",1,16,10,846
"chave",1,16,10,876
"combinatori",1,16,10,1019
"comput",1,16,10,1071
"concept",2,16,10,1080
"cone",3,16,10,1094
"constitut",1,16,10,1129
"current",1,16,10,1284
"dissert",1,16,10,1544
"domain",1,16,10,1581
"domi´nio",1,16,10,1583
"draw",1,16,10,1603
"due",1,16,10,1621
"edp",1,16,10,1662
"equival",2,16,10,1799
"ernest",1,16,10,1807
"etc",1,16,10,1834
"exampl",1,16,10,1875
"graph",1,16,10,2305
"howev",1,16,10,2497
"imagin",1,16,10,2567
"immedi",1,16,10,2572
"import",1,16,10,2587
"inde",1,16,10,2621
"independ",1,16,10,2623
"interest",1,16,10,2728
"introduc",1,16,10,2757
"jordan",4,16,10,2830
"known",1,16,10,2891
"koecher",2,16,10,2894
"lot",2,16,10,3089
"main",1,16,10,3141
"mani",1,16,10,3165
"mathemat",1,16,10,3218
"max",1,16,10,3232
"necessari",1,16,10,3538
"non",1,16,10,3614
"nowadai",1,16,10,3653
"object",1,16,10,3674
"other",1,16,10,3766
"palavra",1,16,10,3814
"posit",1,16,10,4090
"positividad",1,16,10,4091
"present",1,16,10,4158
"prove",2,16,10,4251
"real",1,16,10,4390
"reconstruct",1,16,10,4409
"relev",1,16,10,4466
"result",2,16,10,4528
"set",1,16,10,4799
"sime´trico",1,16,10,4870
"specif",1,16,10,5014
"statist",1,16,10,5088
"structur",1,16,10,5137
"studi",1,16,10,5142
"symmetr",2,16,10,5242
"theorem",3,16,10,5351
"two",2,16,10,5525
"type",3,16,10,5527
"understand",1,16,10,5574
"unrel",1,16,10,5619
"variou",1,16,10,5680
"vinberg",2,16,10,5733
"will",1,16,10,5849
"work",2,16,10,5867
"-",1,17,10,NA
"<U+2192>",1,17,10,NA
"=",1,17,10,NA
"8",1,17,10,NA
"almost",2,17,10,175
"analog",1,17,10,220
"analogu",1,17,10,222
"applic",1,17,10,284
"articl",1,17,10,342
"ask",1,17,10,352
"brezi",2,17,10,668
"can",1,17,10,737
"case",1,17,10,791
"compress",1,17,10,1067
"concret",1,17,10,1086
"condit",1,17,10,1090
"converg",5,17,10,1167
"dµ",3,17,10,1305
"detail",1,17,10,1437
"detect",1,17,10,1440
"differenti",1,17,10,1488
"difficulti",1,17,10,1490
"don",1,17,10,1585
"elit",1,17,10,1702
"equat",1,17,10,1790
"everywher",3,17,10,1862
"exist",2,17,10,1897
"fatou",1,17,10,1968
"found",1,17,10,2100
"function",2,17,10,2146
"hand",1,17,10,2371
"hard",1,17,10,2377
"hypothesi",1,17,10,2533
"involv",1,17,10,2774
"kei",1,17,10,2869
"lack",1,17,10,2921
"lemma",2,17,10,2991
"lieb",2,17,10,3022
"limit",1,17,10,3035
"make",1,17,10,3147
"maxim",1,17,10,3233
"measur",3,17,10,3249
"might",1,17,10,3332
"minim",1,17,10,3350
"miscellan",1,17,10,3359
"n<U+2208>n",1,17,10,NA
"natur",1,17,10,3528
"necessarili",1,17,10,3539
"paper",1,17,10,3826
"partial",1,17,10,3858
"pointwis",1,17,10,4040
"possibl",1,17,10,4093
"present",1,17,10,4158
"problem",3,17,10,4200
"prove",1,17,10,4251
"rare",1,17,10,4368
"reason",1,17,10,4395
"result",3,17,10,4528
"sequenc",2,17,10,4782
"show",1,17,10,4834
"shown",1,17,10,4835
"space",1,17,10,4999
"studi",1,17,10,5142
"theori",1,17,10,5353
"thu",1,17,10,5392
"variat",1,17,10,5675
"verifi",1,17,10,5701
"weak",1,17,10,5802
"will",2,17,10,5849
"without",1,17,10,5859
"word",1,17,10,5866
"work",1,17,10,5867
"-m",1,18,10,NA
"<U+03C1>x",1,18,10,NA
"<U+2202><U+03B7>",1,18,10,NA
"<U+2202>u",1,18,10,NA
"<U+2206>u",1,18,10,NA
"<U+2207>u",2,18,10,NA
"<U+F8F1>",1,18,10,NA
"<U+F8F2>",1,18,10,NA
"<U+F8F3>",1,18,10,NA
"<U+F8F4>",10,18,10,NA
"analysi",1,18,10,224
"boundari",3,18,10,636
"brief",1,18,10,669
"condit",1,18,10,1090
"divid",1,18,10,1568
"ekeland",2,18,10,1684
"ellipt",1,18,10,1706
"ensur",1,18,10,1752
"exist",2,18,10,1897
"find",1,18,10,2026
"firsd",1,18,10,2034
"follow",1,18,10,2069
"form",1,18,10,2085
"function",1,18,10,2146
"guarante",1,18,10,2336
"integr",1,18,10,2713
"investig",1,18,10,2771
"keyword",1,18,10,2877
"kirchhoff",1,18,10,2885
"least",1,18,10,2972
"method",1,18,10,3306
"mix",2,18,10,3373
"moment",1,18,10,3406
"mors",2,18,10,3432
"multipl",2,18,10,3481
"non",1,18,10,3614
"nonlinear",1,18,10,3621
"nonloc",1,18,10,3622
"part",1,18,10,3855
"principl",2,18,10,4181
"problem",2,18,10,4200
"solut",4,18,10,4979
"studi",1,18,10,5142
"techniqu",1,18,10,5294
"theori",2,18,10,5353
"trivial",1,18,10,5492
"two",1,18,10,5525
"uds",1,18,10,5535
"variat",3,18,10,5675
"will",3,18,10,5849
"work",1,18,10,5867
"-",1,19,10,NA
"adjust",1,19,10,80
"alli",1,19,10,170
"appropri",1,19,10,291
"approxim",1,19,10,293
"artifici",2,19,10,344
"back",1,19,10,441
"bia",1,19,10,540
"calcul",1,19,10,720
"call",1,19,10,726
"constrain",1,19,10,1131
"differ",1,19,10,1487
"differenti",2,19,10,1488
"ellipt",1,19,10,1706
"equat",2,19,10,1790
"error",1,19,10,1810
"feedforward",1,19,10,1984
"function",1,19,10,2146
"gradient",1,19,10,2292
"implement",1,19,10,2583
"keyword",1,19,10,2877
"layer",1,19,10,2961
"levenberg",1,19,10,3010
"long",1,19,10,3077
"ltm",1,19,10,3098
"marquadt",1,19,10,3203
"memori",2,19,10,3273
"method",3,19,10,3306
"minim",1,19,10,3350
"network",3,19,10,3571
"neural",2,19,10,3573
"obtain",1,19,10,3681
"optim",1,19,10,3734
"order",2,19,10,3741
"output",1,19,10,3778
"parabol",1,19,10,3830
"paramet",1,19,10,3838
"parti",1,19,10,3857
"partial",2,19,10,3858
"partit",1,19,10,3864
"present",3,19,10,4158
"propag",1,19,10,4232
"result",1,19,10,4528
"rstudio",1,19,10,4619
"set",1,19,10,4799
"short",1,19,10,4830
"softwar",1,19,10,4972
"solv",1,19,10,4980
"stm",3,19,10,5105
"structur",1,19,10,5137
"term",2,19,10,5329
"two",1,19,10,5525
"type",1,19,10,5527
"updat",1,19,10,5627
"weight",3,19,10,5817
"whose",1,19,10,5841
"work",1,19,10,5867
"appli",1,20,10,283
"applic",1,20,10,284
"bifurc",3,20,10,550
"branch",1,20,10,650
"crandal",1,20,10,1235
"demonstr",1,20,10,1398
"differenti",2,20,10,1488
"eigenvalu",1,20,10,1679
"equat",2,20,10,1790
"famili",1,20,10,1953
"global",1,20,10,2260
"great",1,20,10,2312
"import",1,20,10,2587
"introduc",1,20,10,2757
"kei",1,20,10,2869
"linear",1,20,10,3039
"local",1,20,10,3060
"lyapunov",1,20,10,3115
"mathemat",2,20,10,3218
"method",1,20,10,3306
"non",1,20,10,3614
"partial",1,20,10,3858
"physic",1,20,10,3983
"present",1,20,10,4158
"rabinowitz",1,20,10,4333
"schimdt",1,20,10,4700
"sever",1,20,10,4805
"solv",1,20,10,4980
"studi",1,20,10,5142
"theorem",1,20,10,5351
"theori",1,20,10,5353
"viii",1,20,10,5730
"will",2,20,10,5849
"word",1,20,10,5866
"work",1,20,10,5867
"abl",2,1,11,12
"access",7,1,11,30
"acronym",3,1,11,51
"act",1,1,11,53
"action",3,1,11,54
"agent",1,1,11,112
"aim",2,1,11,141
"analysi",2,1,11,224
"analyt",1,1,11,226
"answer",2,1,11,258
"appoint",7,1,11,286
"articul",1,1,11,343
"assess",1,1,11,360
"associ",2,1,11,369
"averag",1,1,11,432
"base",2,1,11,473
"book",1,1,11,621
"brazil",5,1,11,656
"care",5,1,11,771
"carri",2,1,11,783
"categor",1,1,11,803
"categori",1,1,11,804
"ceo",1,1,11,840
"characterist",2,1,11,870
"classif",1,1,11,943
"closur",1,1,11,965
"commun",2,1,11,1033
"compromis",1,1,11,1069
"conclud",1,1,11,1083
"continu",1,1,11,1152
"creat",1,1,11,1236
"cross",1,1,11,1260
"cycl",2,1,11,1301
"dai",6,1,11,1311
"data",1,1,11,1330
"demand",1,1,11,1392
"demonstr",1,1,11,1398
"dental",3,1,11,1409
"dentist",3,1,11,1410
"descript",1,1,11,1426
"differ",1,1,11,1487
"divers",1,1,11,1565
"due",1,1,11,1621
"eab",2,1,11,1635
"enabl",1,1,11,1731
"equip",1,1,11,1796
"esb",11,1,11,1814
"estim",1,1,11,1830
"evalu",2,1,11,1851
"exam",1,1,11,1873
"expand",1,1,11,1901
"expans",1,1,11,1902
"factor",2,1,11,1942
"fewer",1,1,11,2003
"flow",1,1,11,2059
"follow",1,1,11,2069
"form",1,1,11,2085
"found",1,1,11,2100
"geograph",1,1,11,2216
"given",1,1,11,2252
"health",6,1,11,2395
"host",1,1,11,2490
"iii",1,1,11,2559
"improv",3,1,11,2593
"induc",1,1,11,2634
"inferenti",1,1,11,2645
"institution",1,1,11,2703
"keyword",1,1,11,2877
"known",3,1,11,2891
"launch",1,1,11,2955
"logist",2,1,11,3071
"longer",1,1,11,3078
"main",3,1,11,3141
"make",3,1,11,3147
"manag",1,1,11,3156
"model",1,1,11,3392
"modul",2,1,11,3399
"multinomi",1,1,11,3475
"nation",1,1,11,3526
"northeast",1,1,11,3632
"object",1,1,11,3674
"observ",2,1,11,3677
"odd",1,1,11,3689
"offic",1,1,11,3693
"oral",3,1,11,3737
"order",1,1,11,3741
"organ",1,1,11,3744
"outcom",3,1,11,3770
"perform",2,1,11,3936
"place",1,1,11,4004
"pmaq",2,1,11,4027
"primari",3,1,11,4175
"process",5,1,11,4204
"profession",1,1,11,4211
"program",2,1,11,4219
"qualiti",2,1,11,4302
"queue",1,1,11,4323
"ratio",1,1,11,4373
"receiv",1,1,11,4398
"recept",1,1,11,4400
"refer",3,1,11,4428
"region",5,1,11,4441
"regress",3,1,11,4446
"reorgan",1,1,11,4484
"reserv",1,1,11,4507
"result",2,1,11,4528
"riskvulner",1,1,11,4575
"schedul",3,1,11,4698
"secondari",1,1,11,4736
"section",1,1,11,4739
"servic",2,1,11,4797
"sheet",1,1,11,4821
"shortest",1,1,11,4832
"show",1,1,11,4834
"signific",3,1,11,4857
"southeast",1,1,11,4995
"strengthen",1,1,11,5128
"studi",2,1,11,5142
"support",1,1,11,5211
"team",1,1,11,5289
"territori",1,1,11,5335
"three",2,1,11,5383
"time",5,1,11,5401
"togeth",1,1,11,5422
"treatment",1,1,11,5481
"two",1,1,11,5525
"user",9,1,11,5638
"variabl",1,1,11,5670
"wai",1,1,11,5782
"wait",9,1,11,5784
"whether",1,1,11,5835
"whose",1,1,11,5841
"work",5,1,11,5867
"–",4,2,11,NA
"absenc",3,2,11,16
"account",1,2,11,39
"achiev",1,2,11,46
"adequ",1,2,11,74
"adolesc",1,2,11,86
"affect",1,2,11,100
"alkalin",1,2,11,167
"analysi",1,2,11,224
"analyz",1,2,11,227
"annual",1,2,11,248
"area",1,2,11,311
"associ",2,2,11,369
"basi",1,2,11,476
"binari",1,2,11,562
"bone",1,2,11,617
"boneneoplasm",1,2,11,618
"brazil",1,2,11,656
"brazilian",1,2,11,657
"carri",1,2,11,783
"case",1,2,11,791
"characterist",2,2,11,870
"children",1,2,11,895
"clinic",1,2,11,958
"cohort",1,2,11,998
"collect",1,2,11,1004
"commonli",1,2,11,1032
"confirm",1,2,11,1103
"consid",1,2,11,1123
"consult",2,2,11,1134
"contribut",1,2,11,1161
"cox",2,2,11,1228
"criteria",1,2,11,1253
"dai",1,2,11,1311
"data",1,2,11,1330
"death",2,2,11,1344
"defin",1,2,11,1373
"diagnos",1,2,11,1464
"dosag",2,2,11,1590
"educ",1,2,11,1664
"estim",1,2,11,1830
"exclud",1,2,11,1887
"explanatori",1,2,11,1913
"first",2,2,11,2035
"histolog",1,2,11,2456
"histopatholog",2,2,11,2457
"hospit",1,2,11,2489
"huvo",1,2,11,2509
"immatur",1,2,11,2571
"import",1,2,11,2587
"inclus",1,2,11,2607
"index",1,2,11,2624
"influenc",1,2,11,2655
"kaplan",2,2,11,2863
"keyword",1,2,11,2877
"know",1,2,11,2889
"laureano",1,2,11,2956
"local",1,2,11,3060
"locat",1,2,11,3061
"logist",2,2,11,3071
"logisticregress",1,2,11,3073
"lung",1,2,11,3109
"mai",1,2,11,3138
"medic",1,2,11,3259
"meier",2,2,11,3267
"metastas",1,2,11,3300
"metastasi",3,2,11,3301
"metastat",1,2,11,3302
"model",6,2,11,3392
"multicollinear",1,2,11,3462
"nagelkerk",1,2,11,3506
"napoleão",1,2,11,3513
"neoplasm",1,2,11,3560
"new",2,2,11,3581
"northeast",1,2,11,3632
"onset",1,2,11,3718
